Reference;Planet name;Column 3
1112;Polonia;Polonia
22469;Poloniny;Poloniny
20947;Polyneikes;Polyneikes
900;Rosalinde;Rosalinde
85389;Rosenauer;Rosenauer
4911;Rosenzweig;Rosenzweig
1350;Rosselia;Rosselia
22645;Rotblat;Rotblat
2978;Roudebush;Roudebush
317;Roxane;Roxane
6901;Roybishop;Roybishop
4070;Rozov;Rozov
14031;Rozyo;Rozyo
5726;Rubin;Rubin
32059;Ruchipandya;Ruchipandya
10356;Rudolfsteiner;Rudolfsteiner
280640;Ruetsch;Ruetsch
8587;Ruficollis;Ruficollis
11853;Runge;Runge
26390;Rusin;"Ru&#353;in"
43763;Russert;Russert
1171;Rusthawelia;Rusthawelia
3285;Ruth;Wolfe
225239;Ruthproell;Ruthproell
1856;Ruzena;"R&#367;&#382;ena"
21427;Ryanharrison;Ryanharrison
20120;Ryugatake;Ryugatake
5181;SURF;SURF
118194;Sabinagarroni;Sabinagarroni
7616;Sadako;Sadako
100266;Sadamisaki;Sadamisaki
32051;Sadhikamalladi;Sadhikamalladi
30533;Saeidzoonemat;Saeidzoonemat
6250;Saekohayashi;Saekohayashi
1364;Safara;Safara
2709;Sagan;Sagan
2605;Sahade;Sahade
6898;Saint-Marys;Saint-Marys
5618;Saitama;Saitama
31151;Sajichugaku;Sajichugaku
5862;Sakanoue;Sakanoue
3983;Sakiko;Sakiko
1456;Saldanha;Saldanha
9180;Samsagan;Samsagan
4048;Samwestfall;Samwestfall
3043;San;Diego
30779;Sankt-Stephan;Sankt-Stephan
4212;Sansyu-Asuke;Sansyu-Asuke
4158;Santini;Santini
22177;Saotome;Saotome
143641;Sapello;Sapello
34192;Sappington;Sappington
3473;Sapporo;Sapporo
37452;Spirit;Spirit
65159;Sprowls;Sprowls
33590;Sreelakshmi;Sreelakshmi
21748;Srinivasan;Srinivasan
16202;Srivastava;Srivastava
23091;Stansill;Stansill
10078;Stanthorpe;Stanthorpe
8958;Stargazer;Stargazer
6864;Starkenburg;Starkenburg
4150;Starr;Starr
128610;Stasiahabenicht;Stasiahabenicht
4131;Stasik;Stasik
18431;Stazzema;Stazzema
2300;Stebbins;Stebbins
13715;Steed;Steed
134135;Steigerwald;Steigerwald
201751;Steinhardt;Steinhardt
6563;Steinheim;Steinheim
187680;Stelck;Stelck
15391;Steliomancinelli;Steliomancinelli
14016;Steller;Steller
2146;Stentor;Stentor
6220;Stepanmakarov;Stepanmakarov
23750;Stepciechan;Stepciechan
220;Stephania;Stephania
21630;Wootensmith;Wootensmith
3062;Wren;Wren
15160;Wygoda;Wygoda
7394;Xanthomalitia;Xanthomalitia
7494;Xiwanggongcheng;Xiwanggongcheng
25580;Xuelai;Xuelai
5994;Yakubovich;Yakubovich
8940;Yakushimaru;Yakushimaru
8923;Yamakawa;Yamakawa
13380;Yamamohammed;Yamamohammed
6497;Yamasaki;Yamasaki
4929;Yamatai;Yamatai
10888;Yamatano-orochi;Yamatano-orochi
85401;Yamatenclub;Yamatenclub
10611;Yanjici;Yanjici
2273;Yarilo;Yarilo
35334;Yarkovsky;Yarkovsky
15212;Yaroslavl';Yaroslavl'
31438;Yasuhitohayashi;Yasuhitohayashi
9238;Yavapai;Yavapai
3689;Yeates;Yeates
110297;Yellowriver;Yellowriver
2956;Yeomans;Yeomans
7707;Yes;Yes
1972;Yi;Xing
72021;Yisunji;Yisunji
5236;Yoko;Yoko
5784;Yoron;Yoron
34077;Yoshiakifuse;Yoshiakifuse
9123;Yoshiko;Yoshiko
4574;Yoshinaka;Yoshinaka
6199;Yoshiokayayoi;Yoshiokayayoi
8735;Yoshiosakai;Yoshiosakai
9898;Yoshiro;Yoshiro
7257;Yoshiya;Yoshiya
15703;Yrjola;"Yrj&#246;l&#228;"
8089;Yukar;Yukar
152657;Yukifumi;Yukifumi
28340;Yukihiro;Yukihiro
10559;Yukihisa;Yukihisa
212924;Yurishevchuk;Yurishevchuk
25120;Yvetteleung;Yvetteleung
144769;Zachariassen;Zachariassen
121237;Zachdolch;Zachdolch
210147;Zalgiris;Zalgiris
10693;Zangari;Zangari
8215;Zanonato;Zanonato
28642;Zbarsky;Zbarsky
1336;Zeelandia;Zeelandia
48681;Zeilinger;Zeilinger
11438;Zeldovich;Zeldovich
633;Zelima;Zelima
654;Zelinda;Zelinda
375043;Zengweizhou;Zengweizhou
5930;Zhiganov;Zhiganov
241113;Zhongda;Zhongda
3462;Zhouguangzhao;Zhouguangzhao
21731;Zhuruochen;Zhuruochen
20689;Zhuyuanchen;Zhuyuanchen
5931;Zhvanetskij;Zhvanetskij
174365;Zibetti;Zibetti
58578;Zidek;"&#381;&#237;dek"
22490;Zigamiyama;Zigamiyama
16742;Zink;Zink
8425;Zirankexuejijin;Zirankexuejijin
4907;Zoser;Zoser
175437;Zsivotzky;Zsivotzky
6635;Zuber;Zuber
1803;Zwicky;Zwicky
6213;Zwiers;Zwiers
378002;`Akialoa;`Akialoa
12526;de;Coninck
10444;de;Hevesy
291325;de;Tyard
12650;de;Vries
1752;van;Herk
1673;van;Houten
18643;van;Rysselberghe
2823;van;der
5916;van;der
100028;von;Canstein
73700;von;Kues
23265;von;Wurden
31414;Rotarysusa;Rotarysusa
20512;Rothenberg;Rothenberg
5197;Rottmann;Rottmann
293366;Roux;Roux
16199;Rozenblyum;Rozenblyum
10764;Rubezahl;"R&#252;bezahl"
31991;Royghosh;Royghosh
11469;Rozitis;Rozitis
8398;Rubbia;Rubbia
16191;Rubyroe;Rubyroe
2457;Rublyov;Rublyov
100485;Russelldavies;Russelldavies
3952;Russellmark;Russellmark
3756;Ruscannon;Ruscannon
42566;Ryutaro;Ryutaro
14724;SNO;SNO
9241;Rosfranklin;Rosfranklin
5670;Rosstaylor;Rosstaylor
8814;Rosseven;Rosseven
22870;Rosing;Rosing
21611;Rosoff;Rosoff
3969;Rossi;Rossi
1249;Rutherfordia;Rutherfordia
25160;Joellama;Joellama
28547;Johannschroter;"Johannschr&#246;ter"
136197;Johnandrews;Johnandrews
26891;Johnbutler;Johnbutler
90308;Johney;Johney
316202;Johnfowler;Johnfowler
91199;Johngray;Johngray
29585;Johnhale;Johnhale
107379;Johnlogan;Johnlogan
8810;Johnmcfarland;Johnmcfarland
12413;Johnnyweir;Johnnyweir
9258;Johnpauljones;Johnpauljones
40919;Johntonry;Johntonry
33936;Johnwells;Johnwells
22573;Johnzhou;Johnzhou
836;Jole;Jole
14010;Jomonaomori;Jomonaomori
27949;Jonasz;Jonasz
24131;Jonathuggins;Jonathuggins
4764;Joneberhart;Joneberhart
27106;Jongoldman;Jongoldman
26664;Jongwon;Jongwon
7093;Jonleake;Jonleake
1423;Jose;Jose
48457;Joseffried;Joseffried
121631;Josephnuth;Josephnuth
121717;Josephschepis;Josephschepis
6304;Josephus;Flavius
246167;Joskohn;Joskohn
10340;Jostjahn;Jostjahn
32108;Jovanzhang;Jovanzhang
178256;Juanmi;Juanmi
8611;Judithgoldhaber;Judithgoldhaber
20135;Juels;Juels
4747;Jujo;Jujo
20372;Juliafanning;Juliafanning
13370;Juliusbreza;"J&#250;liusbreza"
3766;Junepatterson;Junepatterson
42113;Jura;Jura
22429;Jurasek;"Jura&#353;ek"
21401;Justinkovac;Justinkovac
21747;Justsolomon;Justsolomon
2818;Juvenalis;Juvenalis
6022;Jyuro;Jyuro
20351;Kaborchardt;Kaborchardt
6370;Malpais;Malpais
12127;Mamiya;Mamiya
3461;Mandelshtam;Mandelshtam
739;Mandeville;Mandeville
10524;Maniewski;Maniewski
123290;Manoa;Manoa
9394;Manosque;Manosque
18550;Maoyisheng;Maoyisheng
216261;Mapihsia;Mapihsia
256813;Marburg;Marburg
71445;Marc;Marc
13249;Marcallen;Marcallen
23946;Marcelleroux;Marcelleroux
29437;Marchais;Marchais
6639;Marchis;Marchis
369088;Marcus;Marcus
735;Marghanna;Marghanna
20139;Marianeschi;Marianeschi
5518;Mariobotta;Mariobotta
506;Marion;Marion
11328;Mariotozzi;Mariotozzi
32379;Markadame;Markadame
128604;Markfisher;Markfisher
19815;Marshasega;Marshasega
205;Martha;Martha
25619;Martonspohn;Martonspohn
16059;Marybuda;Marybuda
28664;Maryellenfay;Maryellenfay
7640;Marzari;Marzari
282903;Masada;Masada
26699;Masoncole;Masoncole
10813;Masterby;"M&#228;sterby"
25038;Matebezdek;Matebezdek
49700;Mather;Mather
17354;Matrosov;Matrosov
8113;Matsue;Matsue
22990;Mattbrenner;Mattbrenner
151997;Bauhinia;Bauhinia
18556;Battiato;Battiato
9115;Battisti;Battisti
212587;Bartasiute;Bartasiute
5958;Barrande;Barrande
21399;Bateman;Bateman
6460;Bassano;Bassano
18581;Batllo;Batllo
30936;Basra;Basra
15853;Benedettafoglia;Benedettafoglia
23277;Benhughes;Benhughes
734;Benda;Benda
13975;Beatrixpotter;Beatrixpotter
1815;Beethoven;Beethoven
25162;Beckage;Beckage
15092;Beegees;Beegees
23457;Beiderbecke;Beiderbecke
5665;Begemann;Begemann
59000;Beiguan;Beiguan
943;Begonia;Begonia
12145;Behaim;Behaim
863;Benkoela;Benkoela
12578;Bensaur;Bensaur
24211;Barbarawood;Barbarawood
11473;Barbaresco;Barbaresco
6428;Barlach;Barlach
169568;Baranauskas;Baranauskas
93061;Barbagallo;Barbagallo
214487;Baranivka;Baranivka
10453;Banzan;Banzan
3394;Banno;Banno
1004;Belopolskya;Belopolskya
2368;Beltrovata;Beltrovata
6445;Bellmore;Bellmore
58417;Belzoni;Belzoni
10387;Bepicolombo;Bepicolombo
653;Berenike;Berenike
11197;Beranek;Beranek
1517;Beograd;Beograd
4528;Berg;Berg
114239;Bermarmi;Bermarmi
25158;Berman;Berman
16590;Brunowalter;Brunowalter
86279;Brucegary;Brucegary
1570;Brunonia;Brunonia
16119;Bronner;Bronner
8800;Brophy;Brophy
4591;Bryantsev;Bryantsev
908;Buda;Buda
189202;Calar;Alto
134109;Britneyburch;Britneyburch
33269;Broccoli;Broccoli
142753;Briegel;Briegel
25867;DeMuth;DeMuth
2889;Brno;Brno
22996;De;Boo
33556;Brennanclark;Brennanclark
16046;Gregnorman;Gregnorman
1411;Brauna;Brauna
7462;Grenoble;Grenoble
90226;Byronsmith;Byronsmith
2161;Grissom;Grissom
9997;COBE;COBE
5099;Iainbanks;Iainbanks
28855;Burchell;Burchell
21602;Ialmenus;Ialmenus
12155;Hyginus;Hyginus
19243;Bunting;Bunting
22414;Hornschemeier;Hornschemeier
2909;Hoshi-no-ie;Hoshi-no-ie
3254;Bus;Bus
11720;Horodyskyj;Horodyskyj
30281;Horstman;Horstman
2926;Caldeira;Caldeira
14926;Hoshide;Hoshide
2435;Horemheb;Horemheb
332530;Canders;Canders
1985;Hopmann;Hopmann
17184;Carlrogers;Carlrogers
3137;Horky;Horky
5287;Heishu;Heishu
9630;Castellion;Castellion
6857;Castelli;Castelli
13178;Catalan;Catalan
21718;Cheonghapark;Cheonghapark
199986;Chervone;Chervone
21612;Chelsagloria;Chelsagloria
15396;Howardmoore;Howardmoore
31909;Chenweitung;Chenweitung
31374;Hruskova;Hruskova
3560;Chenqian;Chenqian
8077;Hoyle;Hoyle
3888;Hoyt;Hoyt
30353;Carothers;Carothers
23669;Huihuifan;Huihuifan
149951;Hildakowalski;Hildakowalski
5573;Hilarydownes;Hilarydownes
28324;Davidcampeau;Davidcampeau
12047;Hideomitani;Hideomitani
8997;Davidblewett;Davidblewett
58084;Hiketaon;Hiketaon
11494;Hibiki;Hibiki
168635;Davidkaufmann;Davidkaufmann
13315;Hilana;Hilana
18632;Danielsson;Danielsson
692;Hippodamia;Hippodamia
17657;Himawari;Himawari
123860;Davederrick;Davederrick
4924;Hiltner;Hiltner
33750;Davehiggins;Davehiggins
9323;Hirohisasato;Hirohisasato
54237;Hiroshimanabe;Hiroshimanabe
34995;Dainihonshi;Dainihonshi
4839;Daisetsuzan;Daisetsuzan
7032;Hitchcock;Hitchcock
1037;Davidweilla;Davidweilla
70207;Davidunlap;Davidunlap
23774;Herbelliott;Herbelliott
10461;Dawilliams;Dawilliams
330440;Davinadon;Davinadon
10250;Hellahaasse;Hellahaasse
90818;Daverichards;Daverichards
260886;Henritudor;Henritudor
18979;Henryfong;Henryfong
154378;Hennessy;Hennessy
10124;Hemse;Hemse
212631;Hsinchu;Hsinchu
65657;Hube;Hube
1899;Crommelin;Crommelin
127545;Crisman;Crisman
1132;Hollandia;Hollandia
85004;Crombie;Crombie
1220;Crocus;Crocus
19955;Holly;"Holl&#253;"
21423;Credo;Credo
33457;Cutillo;Cutillo
13421;Holvorcem;Holvorcem
3514;Hooke;Hooke
4435;Holt;Holt
25406;Debwysocki;Debwysocki
1662;Hoffmann;Hoffmann
13554;Decleir;Decleir
4492;Debussy;Debussy
8899;Hughmiller;Hughmiller
20358;Dalem;Dalem
18708;Danielappel;Danielappel
3730;Hurban;Hurban
151351;Dalleore;Dalleore
61;Danae;"Dana&#235;"
26277;Ianrees;Ianrees
46053;Davidpatterson;Davidpatterson
29804;Idansharon;Idansharon
35269;Idefix;Idefix
23931;Ibuki;Ibuki
27343;Deannashea;Deannashea
29420;Ikuo;Ikuo
9077;Ildo;Ildo
1200;Imperatrix;Imperatrix
926;Imhilde;Imhilde
7515;Marrucino;Marrucino
129095;Martyschmitzer;Martyschmitzer
297005;Ellirichter;Ellirichter
15301;Marutesser;Marutesser
26686;Ellenprice;Ellenprice
3711;Ellensburg;Ellensburg
28078;Mauricehilleman;Mauricehilleman
4385;Elsasser;"Els&#228;sser"
14611;Elsaadawi;Elsaadawi
35237;Matzner;Matzner
2493;Elmer;Elmer
7847;Mattiaorsi;Mattiaorsi
4217;Engelhardt;Engelhardt
27975;Mazurkiewicz;Mazurkiewicz
210182;Mazzini;Mazzini
24370;Marywang;Marywang
14836;Maxfrisch;Maxfrisch
3727;Maxhell;Maxhell
14962;Masanoriabe;Masanoriabe
189035;Michaelsummers;Michaelsummers
18190;Michaelpizer;Michaelpizer
8032;Michaeladams;Michaeladams
28874;Michaelchen;Michaelchen
33912;Melissanoland;Melissanoland
301566;Melissajane;Melissajane
3235;Melchior;Melchior
56;Melete;Melete
8616;Fogelquist;Fogelquist
24603;Mekistheus;Mekistheus
9548;Fortran;Fortran
688;Melanie;Melanie
12615;Mendesdeleon;Mendesdeleon
2769;Mendeleev;Mendeleev
373;Melusina;Melusina
4355;Memphis;Memphis
3066;McFadden;McFadden
25601;Francopacini;Francopacini
28575;McQuaid;McQuaid
4050;Mebailey;Mebailey
4600;Meadows;Meadows
19355;Merpalehmann;Merpalehmann
11768;Merrill;Merrill
120038;Franlainsher;Franlainsher
2486;Metsahovi;"Mets&#228;hovi"
21537;Frechet;"Fr&#233;chet"
2229;Mezzarco;Mezzarco
1093;Freda;Freda
4418;Fredfranklin;Fredfranklin
27519;Miames;Miames
41943;Fredrick;Fredrick
13859;Fredtreasure;Fredtreasure
14463;McCarter;McCarter
22846;Fredwhitaker;Fredwhitaker
5641;McCleese;McCleese
3642;Frieden;Frieden
153284;Frieman;Frieman
3527;McCord;McCord
212705;Friul;"Fri&#251;l"
18656;Mergler;Mergler
121008;Michellecrigger;Michellecrigger
376574;Michalkusiak;Michalkusiak
15837;Mariovalori;Mariovalori
6511;Furmanov;Furmanov
1486;Marilyn;Marilyn
4253;Marker;"M&#228;rker"
1010;Marlene;Marlene
9382;Mihonoseki;Mihonoseki
11702;Mifischer;Mifischer
23216;Mikehagler;Mikehagler
43605;Gakuho;Gakuho
15003;Midori;Midori
9786;Gakutensoku;Gakutensoku
10968;Sterken;Sterken
16104;Stesullivan;Stesullivan
30204;Stevedoherty;Stevedoherty
46568;Stevenlee;Stevenlee
21472;Stimson;Stimson
3715;Stohl;"&#352;tohl"
1386;Storeria;Storeria
2415;Ganesa;Ganesa
17257;Strazzulla;Strazzulla
3054;Strugatskia;Strugatskia
11713;Stubbs;Stubbs
1692;Subbotina;Subbotina
28675;Suejohnston;Suejohnston
33567;Sulekhfrederic;Sulekhfrederic
22527;Gawlik;Gawlik
2403;Sumava;"&#352;umava"
210414;Gebartolomei;Gebartolomei
148081;Sunjiadong;Sunjiadong
1267;Geertruida;Geertruida
51655;Susannemond;Susannemond
1199;Geldonia;Geldonia
21229;Susil;"Su&#353;il"
6925;Susumu;Susumu
18241;Genzel;Genzel
2559;Svoboda;Svoboda
11753;Geoffburbidge;Geoffburbidge
21714;Geoffreywoo;Geoffreywoo
33630;Swathiravi;Swathiravi
12896;Geoffroy;Geoffroy
21540;Itthipanyanan;Itthipanyanan
5917;Chibasai;Chibasai
4365;Ivanova;Ivanova
2186;Keldysh;Keldysh
16135;Ivarsson;Ivarsson
23254;Chikatoshi;Chikatoshi
30149;Kellyriedell;Kellyriedell
28818;Kellyryan;Kellyryan
31599;Chloesherry;Chloesherry
410;Chloris;Chloris
1017;Jacqueline;Jacqueline
82926;Jacquey;Jacquey
22848;Chrisharriot;Chrisharriot
37736;Jandl;Jandl
25993;Kevinxu;Kevinxu
7666;Keyaki;Keyaki
151835;Christinarichey;Christinarichey
4336;Jasniewicz;Jasniewicz
21475;Jasonclain;Jasonclain
31988;Jasonfiacco;Jasonfiacco
30206;Jasonfricker;Jasonfricker
3362;Khufu;Khufu
43954;Chynov;"Ch&#253;nov"
221923;Jayeff;Jayeff
27184;Ciabattari;Ciabattari
19464;Ciarabarr;Ciarabarr
17521;Kiek;Kiek
9446;Cicero;Cicero
28059;Kiliaan;Kiliaan
120174;Jeffjenny;Jeffjenny
172505;Kimberlyespy;Kimberlyespy
33889;Jengebo;Jengebo
30203;Kimdavis;Kimdavis
146268;Jennipolakis;Jennipolakis
1307;Cimmeria;Cimmeria
11158;Cirou;Cirou
5570;Kirsan;Kirsan
9834;Kirsanov;Kirsanov
130071;Claudebrunet;Claudebrunet
12091;Jesmalmquist;Jesmalmquist
6758;Jesseowens;Jesseowens
21407;Jessicabaker;Jessicabaker
31511;Jessicakim;Jessicakim
33699;Jessiegan;Jessiegan
27132;Jezek;"Je&#382;ek"
33196;Kaienyang;Kaienyang
127517;Kaikepan;Kaikepan
1973;Colocolo;Colocolo
8990;Compassion;Compassion
52285;Kakurinji;Kakurinji
1164;Kobolda;Kobolda
73885;Kalaymoodley;Kalaymoodley
3399;Kobzon;Kobzon
7853;Confucius;Confucius
4992;Kalman;"K&#225;lm&#225;n"
14582;Conlin;Conlin
53;Kalypso;Kalypso
15139;Connormcarty;Connormcarty
8237;Constable;Constable
128925;Conwell;Conwell
8803;Kolyer;Kolyer
20870;Kaningher;Kaningher
79900;Coreglia;Coreglia
6144;Kondojiro;Kondojiro
45027;Cosquer;Cosquer
4377;Koremori;Koremori
832;Karin;Karin
18302;Korner;"K&#246;rner"
129061;Karlfortney;Karlfortney
9633;Cotur;Cotur
16144;Korsten;Korsten
20818;Karmadiraju;Karmadiraju
14429;Coyne;Coyne
7133;Kasahara;Kasahara
8994;Kashkashian;Kashkashian
646;Kastalia;Kastalia
33255;Kathybush;Kathybush
14258;Katrinaminck;Katrinaminck
9969;Braille;Braille
25073;Lautakshing;Lautakshing
15020;Brandonimber;Brandonimber
10233;Le;Creusot
21673;Leatherman;Leatherman
3755;Lecointe;Lecointe
63387;Brazos;Bend
30389;Ledoux;Ledoux
21554;Leechaohsi;Leechaohsi
8054;Brentano;Brentano
14550;Lehky;"Lehk&#253;"
17211;Brianfisher;Brianfisher
5149;Leibniz;Leibniz
10810;Lejsturojr;Lejsturojr
9903;Leonhardt;Leonhardt
17902;Britbaker;Britbaker
25333;Britwenger;Britwenger
55874;Brlka;Brlka
3309;Brorfelde;Brorfelde
3955;Bruckner;Bruckner
3482;Lesnaya;Lesnaya
3141;Buchar;Buchar
33224;Lesrogers;Lesrogers
15465;Buchroeder;Buchroeder
5827;Letunov;Letunov
8436;Leucopsis;Leucopsis
11351;Leucus;Leucus
9722;Levi-Montalcini;Levi-Montalcini
7087;Lewotsky;Lewotsky
35977;Lexington;Lexington
33905;Leyajoykutty;Leyajoykutty
21418;Bustos;Bustos
22724;Byatt;Byatt
33421;Byronxu;Byronxu
57424;Caelumnoctu;Caelumnoctu
18458;Caesar;Caesar
13219;Cailletet;Cailletet
13126;Calbuco;Calbuco
46702;Linapucci;Linapucci
25593;Camillejordan;Camillejordan
20303;Lindwestrick;Lindwestrick
1167;Dubiago;Dubiago
3550;Link;Link
13059;Ducuroir;Ducuroir
7491;Linzerag;Linzerag
9640;Lippens;Lippens
16666;Liroma;Liroma
22906;Lisauckis;Lisauckis
3910;Liszt;Liszt
26993;Littlewood;Littlewood
78434;Dyer;Dyer
6741;Liyuan;Liyuan
200;Dynamene;Dynamene
9950;ESA;ESA
11691;Easterwood;Easterwood
58569;Eboshiyamakouen;Eboshiyamakouen
30708;Echepolos;Echepolos
26248;Longenecker;Longenecker
34137;Lonnielinda;Lonnielinda
99941;Lonniewege;Lonniewege
15007;Edoardopozio;Edoardopozio
4854;Edscott;Edscott
7551;Edstolper;Edstolper
3489;Lottie;Lottie
15077;Edyalge;Edyalge
2269;Efremiana;Efremiana
19288;Egami;Egami
4045;Lowengrub;Lowengrub
31661;Eggebraaten;Eggebraaten
2318;Lubarsky;Lubarsky
25695;Eileenjang;Eileenjang
12144;Einhart;Einhart
5530;Eisinga;Eisinga
5813;Eizaburo;Eizaburo
6224;El;Goresy
21480;Jilltucker;Jilltucker
9809;Jimdarwin;Jimdarwin
31846;Elainegillum;Elainegillum
2735;Ellen;Ellen
2196;Ellicott;Ellicott
17988;Joannehsieh;Joannehsieh
5378;Ellyett;Ellyett
25275;Jocelynbell;Jocelynbell
2217;Eltigen;Eltigen
129172;Jodizareski;Jodizareski
11145;Emanuelli;Emanuelli
4989;Joegoldstein;Joegoldstein
240381;Emilchyne;Emilchyne
20333;Johannhuth;Johannhuth
19463;Emilystoll;Emilystoll
11652;Johnbrownlee;Johnbrownlee
39539;Emmadesmet;Emmadesmet
263844;Johnfarrell;Johnfarrell
229900;Emmagreaves;Emmagreaves
8623;Johnnygalecki;Johnnygalecki
7361;Endres;Endres
8455;Johnrayner;Johnrayner
342;Endymion;Endymion
33210;Johnrobertson;Johnrobertson
4709;Ennomos;Ennomos
5722;Johnscherrer;Johnscherrer
33010;Enricoprosperi;Enricoprosperi
5905;Johnson;Johnson
2148;Epeios;Epeios
24215;Jongastel;Jongastel
40106;Erben;Erben
30370;Jongoetz;Jongoetz
3674;Erbisbuhl;"Erbisb&#252;hl"
25549;Jonsauer;Jonsauer
55759;Erdmannsdorff;Erdmannsdorff
30199;Ericbrown;Ericbrown
124143;Joseluiscorral;"Jos&#233;luiscorral"
3327;Campins;Campins
12086;Joshualevine;Joshualevine
24409;Caninquinn;Caninquinn
20376;Joyhines;Joyhines
78249;Capaccioni;Capaccioni
652;Jubilatrix;Jubilatrix
11174;Carandrews;Carandrews
238771;Juhaszbalazs;"Juh&#225;szbal&#225;zs"
11437;Cardalda;Cardalda
2657;Bashkiria;Bashkiria
6820;Buil;Buil
24065;Barbfriedman;Barbfriedman
155083;Banneker;Banneker
1315;Bronislawa;Bronislawa
13198;Banpeiyu;Banpeiyu
3979;Brorsen;Brorsen
819;Barnardiana;Barnardiana
4575;Broman;Broman
5655;Barney;Barney
7196;Baroni;Baroni
71483;Dickgottfried;Dickgottfried
7935;Beppefenoglio;Beppefenoglio
6319;Beregovoj;Beregovoj
3767;DiMaggio;DiMaggio
131763;Donatbanki;"Don&#225;tb&#225;nki"
27983;Bernardi;Bernardi
143579;Derimiksa;"D&#233;rimiksa"
666;Desdemona;Desdemona
3685;Derdenye;Derdenye
243094;Dirlewanger;Dirlewanger
19188;Dittebesard;Dittebesard
20461;Dioretsa;Dioretsa
3535;Ditte;Ditte
1319;Disa;Disa
17795;Elysiasegal;Elysiasegal
18162;Denlea;Denlea
22889;Donnablaney;Donnablaney
15052;Emileschweitzer;Emileschweitzer
11419;Donjohnson;Donjohnson
82559;Emilbrezina;"Emilb&#345;ezina"
9494;Donici;Donici
429084;Dietrichrex;Dietrichrex
31429;Diegoazzaro;Diegoazzaro
25276;Dimai;Dimai
4666;Dietz;Dietz
2048;Dwornik;Dwornik
21419;Devience;Devience
7125;Eitarodate;Eitarodate
9810;Elanfiller;Elanfiller
1538;Detre;Detre
8886;Elaeagnus;Elaeagnus
24713;Ekrutt;Ekrutt
27659;Dolsky;Dolsky
241527;Edwardwright;Edwardwright
31458;Delrosso;Delrosso
13077;Edschneider;Edschneider
4009;Drobyshevskij;Drobyshevskij
29825;Dunyazade;Dunyazade
5442;Drossart;Drossart
214485;Dupouy;Dupouy
157494;Durham;Durham
28131;Dougwelch;Dougwelch
52384;Elenapanko;Elenapanko
400796;Douglass;Douglass
6828;Elbsteel;Elbsteel
91607;Delaboudiniere;Delaboudiniere
31824;Elatus;Elatus
165574;Deidre;Deidre
15264;Delbruck;"Delbr&#252;ck"
35222;Delbarrio;Delbarrio
12742;Delisle;Delisle
26672;Ericabrooke;Ericabrooke
18790;Ericaburden;Ericaburden
4520;Dovzhenko;Dovzhenko
25901;Ericbrooks;Ericbrooks
40328;Dow;Dow
37573;Enricocaruso;Enricocaruso
3273;Drukar;Drukar
6725;Engyoji;Engyoji
9493;Enescu;Enescu
106869;Irinyi;Irinyi
20469;Dudleymoore;Dudleymoore
20187;Janapittichova;"Janapittichov&#225;"
564;Dudu;Dudu
19758;Janelcoulson;Janelcoulson
28697;Eitanacks;Eitanacks
10774;Eisenach;Eisenach
8556;Jana;Jana
20197;Enriques;Enriques
169184;Jameslee;Jameslee
28631;Jacktakahashi;Jacktakahashi
12909;Jaclifford;Jaclifford
32237;Jagadeesan;Jagadeesan
1893;Jakoba;Jakoba
11092;Iwakisan;Iwakisan
919;Ilsebill;Ilsebill
5765;Izett;Izett
3622;Ilinsky;Ilinsky
10877;Jiangnan;Tianchi
2617;Jiangxi;Jiangxi
13853;Jenniferfritz;Jenniferfritz
42981;Jenniskens;Jenniskens
33544;Jerold;Jerold
5900;Jensen;Jensen
33382;Indranidas;Indranidas
1026;Ingrid;Ingrid
16147;Jeanli;Jeanli
8275;Inca;Inca
20228;Jeanmarcmari;Jeanmarcmari
3224;Irkutsk;Irkutsk
31767;Jennimartin;Jennimartin
14612;Irtish;Irtish
3959;Irwin;Irwin
7;Iris;Iris
15294;Underwood;Underwood
31876;Jenkens;Jenkens
31984;Unger;Unger
128348;Jasonleonard;Jasonleonard
234026;Unioneastrofili;Unioneastrofili
14551;Itagaki;Itagaki
7507;Israel;Israel
3010;Ushakov;Ushakov
48492;Utewielen;Utewielen
13895;Letkasagjonica;Letkasagjonica
2616;Lesya;Lesya
41979;Lelumacri;Lelumacri
97631;Kentrobinson;Kentrobinson
3230;Vampilov;Vampilov
163470;Kenwallis;Kenwallis
15031;Lemus;Lemus
17046;Kenway;Kenway
26908;Lebesgue;Lebesgue
85185;Lederman;Lederman
18121;Konovalenko;Konovalenko
10838;Lebon;Lebon
21546;Konermann;Konermann
332084;Vasyakulbeda;Vasyakulbeda
405207;Konstanz;Konstanz
157258;Leach;Leach
7595;Vaxjo;"V&#228;xj&#246;"
21500;Vazquez;Vazquez
26426;Koechl;Koechl
20607;Vernazza;Vernazza
4335;Verona;Verona
21545;Koirala;Koirala
3660;Lazarev;Lazarev
21915;Lavins;Lavins
9344;Klopstock;Klopstock
19234;Victoriahibbs;Victoriahibbs
2686;Linda;Susan
18301;Konyukhov;Konyukhov
23281;Vijayjain;Vijayjain
26295;Vilardi;Vilardi
9103;Komatsubara;Komatsubara
18636;Villedepompey;Villedepompey
48410;Kolmogorov;Kolmogorov
341958;Chretien;"Chr&#233;tien"
15742;Laurabassi;Laurabassi
30775;Lattu;Lattu
27748;Vivianhoette;Vivianhoette
2967;Vladisvyat;Vladisvyat
213;Lilaea;Lilaea
3474;Linsley;Linsley
5465;Chumakov;Chumakov
